Date,Cumulative Cases,New Cases,Active Cases,Cumulative Death,Daily Deaths
2022-06-04,1069304,404,7322,15453,6
2022-06-05,1069720,416,7179,15455,2
2022-06-06,1070469,749,7312,15459,4
2022-06-07,1071155,686,7460,15461,2
2022-06-08,1071934,779,7742,15463,2
2022-06-09,1072651,717,7624,15464,1
2022-06-10,1073269,618,7496,15467,3
2022-06-11,1073770,501,7386,15468,1
2022-06-12,1074269,499,7328,15472,4
2022-06-13,1075071,802,7577,15473,1
2022-06-14,1075869,798,7914,15480,7
2022-06-15,1076749,880,8289,15481,1
2022-06-16,1077601,852,8349,15483,2
2022-06-17,1078342,741,8313,15486,3
2022-06-18,1078949,607,8203,15491,5
2022-06-19,1079518,569,8089,15493,2
2022-06-20,1080511,993,8493,15498,5
2022-06-21,1081616,1105,9104,15498,0
2022-06-22,1082876,1260,9819,15500,2
2022-06-23,1083871,995,9924,15504,4
2022-06-24,1084742,871,10020,15505,1
2022-06-25,1085491,749,9953,15506,1
2022-06-26,1086286,795,10015,15509,3
2022-06-27,1087736,1450,10730,15510,1
2022-06-28,1088743,1007,11180,15511,1
